"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"HIVD","HIVD","","","",0,*,"","","","null {[]} {[]}
","HIV.D Care-Treatment Logical Model","Logical Model for HIV.D Care-Treatment data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVD.determineIfAdvancedDisease","HIVD.determineIfAdvancedDisease","","","",1,1,"","","","string {[]} {[]}
","Determine if advanced disease","Determine if client is in an advanced stage of HIV, as a special package of services may be provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE231
",,,,"HIVD.determineIfAdvancedDisease",1,1,"",""
"HIVD.prepareForArt","HIVD.prepareForArt","","","",1,1,"","","","string {[]} {[]}
","Prepare for ART","Prepare client new to ART","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE232
",,,,"HIVD.prepareForArt",1,1,"",""
"HIVD.prepareAssessAndSupportAdherence","HIVD.prepareAssessAndSupportAdherence","","","",1,1,"","","","string {[]} {[]}
","Prepare, assess and support adherence","Prepare, assess and support adherence","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE233
",,,,"HIVD.prepareAssessAndSupportAdherence",1,1,"",""
"HIVD.manageCurrentMedications","HIVD.manageCurrentMedications","","","",1,1,"","","","string {[]} {[]}
","Manage current medications","Manage current medications being taken by the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE234
",,,,"HIVD.manageCurrentMedications",1,1,"",""
"HIVD.artCheckPregnancyStatus","HIVD.artCheckPregnancyStatus","","","",1,1,"","","","string {[]} {[]}
","Check pregnancy status","Check womans pregnancy status","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE235
",,,,"HIVD.artCheckPregnancyStatus",1,1,"",""
"HIVD.provideFamilyPlanningAndContraception","HIVD.provideFamilyPlanningAndContraception","","","",1,1,"","","","string {[]} {[]}
","Provide family planning and contraception","Provide family planning and contraception counselling","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE236
",,,,"HIVD.provideFamilyPlanningAndContraception",1,1,"",""
"HIVD.supportDisclosureAndPartnerNotification","HIVD.supportDisclosureAndPartnerNotification","","","",1,1,"","","","string {[]} {[]}
","Support disclosure and partner notification","Support disclosure and partner notification","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE237
",,,,"HIVD.supportDisclosureAndPartnerNotification",1,1,"",""
"HIVD.counselOnRiskReductionAndPrevention","HIVD.counselOnRiskReductionAndPrevention","","","",1,1,"","","","string {[]} {[]}
","Counsel on risk reduction and prevention","Counsel on risk reduction and combination HIV prevention approaches","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE238
",,,,"HIVD.counselOnRiskReductionAndPrevention",1,1,"",""
"HIVD.assessPreventAndManageNoncommunicableDiseases","HIVD.assessPreventAndManageNoncommunicableDiseases","","","",1,1,"","","","string {[]} {[]}
","Assess, prevent and manage noncommunicable diseases","Assess, prevent and manage noncommunicable diseases","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE239
",,,,"HIVD.assessPreventAndManageNoncommunicableDiseases",1,1,"",""
"HIVD.screenForAndManageMentalHealthProblems","HIVD.screenForAndManageMentalHealthProblems","","","",1,1,"","","","string {[]} {[]}
","Screen for and manage mental health problems","Screen for and manage mental health problems","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE240
",,,,"HIVD.screenForAndManageMentalHealthProblems",1,1,"",""
"HIVD.screenForAndManageAndSubstanceUseIssues","HIVD.screenForAndManageAndSubstanceUseIssues","","","",1,1,"","","","string {[]} {[]}
","Screen for and manage and substance use issues","Screen for and manage and substance use issues","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE241
",,,,"HIVD.screenForAndManageAndSubstanceUseIssues",1,1,"",""
"HIVD.providePsychosocialCounsellingAndSupport","HIVD.providePsychosocialCounsellingAndSupport","","","",1,1,"","","","string {[]} {[]}
","Provide psychosocial counselling and support","Provide psychosocial counselling and support","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE242
",,,,"HIVD.providePsychosocialCounsellingAndSupport",1,1,"",""
"HIVD.managePainAndSymptoms","HIVD.managePainAndSymptoms","","","",1,1,"","","","string {[]} {[]}
","Manage pain and symptoms","Manage pain and symptoms client is experiencing","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE243
",,,,"HIVD.managePainAndSymptoms",1,1,"",""
"HIVD.conductANutritionalAssessmentAndCounselOnNutrition","HIVD.conductANutritionalAssessmentAndCounselOnNutrition","","","",1,1,"","","","string {[]} {[]}
","Conduct a nutritional assessment and counsel on nutrition","Conduct a nutritional assessment and counsel on nutrition","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE244
",,,,"HIVD.conductANutritionalAssessmentAndCounselOnNutrition",1,1,"",""
"HIVD.conductAGrowthAndDevelopmentAssessment","HIVD.conductAGrowthAndDevelopmentAssessment","","","",1,1,"","","","string {[]} {[]}
","Conduct a growth and development assessment","Conduct a growth and development assessment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE245
",,,,"HIVD.conductAGrowthAndDevelopmentAssessment",1,1,"",""
"HIVD.provideSupportOnInfantAndChildFeeding","HIVD.provideSupportOnInfantAndChildFeeding","","","",1,1,"","","","string {[]} {[]}
","Provide support on infant and child feeding","Provide support on infant and child feeding to mother or care giver","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE246
",,,,"HIVD.provideSupportOnInfantAndChildFeeding",1,1,"",""
"HIVD.preventingAndTreatingCoinfections","HIVD.preventingAndTreatingCoinfections","","","",1,1,"","","","string {[]} {[]}
","Preventing and treating coinfections","Coinfection prevention and treatment activities performed during the care visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE247
",,,,"HIVD.preventingAndTreatingCoinfections",1,1,"",""
"HIVD.provideCoTrimoxazolePreventiveTherapyCpt","HIVD.provideCoTrimoxazolePreventiveTherapyCpt","","","",1,1,"","","","string {[]} {[]}
","Provide co-trimoxazole preventive therapy (CPT)","Provide co-trimoxazole prophylaxis for clients new to ART or identified as taking it","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE248
",,,,"HIVD.provideCoTrimoxazolePreventiveTherapyCpt",1,1,"",""
"HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment2","HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment2","","","",1,1,"","","","string {[]} {[]}
","Intensified TB case finding and linkage to TB treatment","Offer or refer for intensified TB case finding and linkage to TB treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE249
",,,,"HIVD.intensifiedTbCaseFindingAndLinkageToTbTreatment2",1,1,"",""
"HIVD.provideIsoniazidPreventiveTherapy","HIVD.provideIsoniazidPreventiveTherapy","","","",1,1,"","","","string {[]} {[]}
","Provide isoniazid preventive therapy","Provide isoniazid preventive therapy","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE250
",,,,"HIVD.provideIsoniazidPreventiveTherapy",1,1,"",""
"HIVD.screenForCryptococcalInfectionAndFungalProphylaxis","HIVD.screenForCryptococcalInfectionAndFungalProphylaxis","","","",1,1,"","","","string {[]} {[]}
","Screen for cryptococcal infection and fungal prophylaxis","Screen for cryptococcal infection and fungal prophylaxis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE251
",,,,"HIVD.screenForCryptococcalInfectionAndFungalProphylaxis",1,1,"",""
"HIVD.screenForHepatitisB","HIVD.screenForHepatitisB","","","",1,1,"","","","string {[]} {[]}
","Screen for hepatitis B","Screen for hepatitis B virus","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE252
",,,,"HIVD.screenForHepatitisB",1,1,"",""
"HIVD.screenForHepatitisC","HIVD.screenForHepatitisC","","","",1,1,"","","","string {[]} {[]}
","Screen for hepatitis C","Screen for hepatitis C virus","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE253
",,,,"HIVD.screenForHepatitisC",1,1,"",""
"HIVD.preventMalaria","HIVD.preventMalaria","","","",1,1,"","","","string {[]} {[]}
","Prevent malaria","Prevent malaria including with insecticide-treated bed-nets and prophylaxis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE254
",,,,"HIVD.preventMalaria",1,1,"",""
"HIVD.screenForStis","HIVD.screenForStis","","","",1,1,"","","","string {[]} {[]}
","Screen for STIs","Screen for STIs","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE255
",,,,"HIVD.screenForStis",1,1,"",""
"HIVD.preventAndScreenForCervicalCancer","HIVD.preventAndScreenForCervicalCancer","","","",1,1,"","","","string {[]} {[]}
","Prevent and screen for cervical cancer","Prevent and screen for cervical cancer","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE256
",,,,"HIVD.preventAndScreenForCervicalCancer",1,1,"",""
"HIVD.analCancerScreeningForMenWhoHaveSexWithMen","HIVD.analCancerScreeningForMenWhoHaveSexWithMen","","","",1,1,"","","","string {[]} {[]}
","Anal cancer screening (for men who have sex with men)","Offer anal cancer screening (for men who have sex with men)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE257
",,,,"HIVD.analCancerScreeningForMenWhoHaveSexWithMen",1,1,"",""
"HIVD.assessmentAndProvisionOfVaccinations","HIVD.assessmentAndProvisionOfVaccinations","","","",1,1,"","","","string {[]} {[]}
","Assessment and provision of vaccinations","Assessment and provision of vaccinations, such as for people from key populations, pregnant women and infants; and, where appropriate, tetanus vaccination for adolescent boys and men receiving VMMC","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE258
",,,,"HIVD.assessmentAndProvisionOfVaccinations",1,1,"",""
"HIVD.riskFactorsComorbiditiesAndCoinfectionsSignsAndSymptoms","HIVD.riskFactorsComorbiditiesAndCoinfectionsSignsAndSymptoms","","","",1,1,"","","","string {[]} {[]}
","Risk factors, comorbidities and coinfections signs and symptoms","Signs and symptoms of opportunistic infections or other comorbidities experienced by client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE259
",,,,"HIVD.riskFactorsComorbiditiesAndCoinfectionsSignsAndSymptoms",1,1,"",""
"HIVD.oralCandidiasis","HIVD.oralCandidiasis","","","",1,1,"","","","string {[]} {[]}
","Oral candidiasis","Clients comorbidities or coinfections or symptoms of these include oral candidiasis (after the first 6-8 weeks of life)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE260
",,,,"HIVD.oralCandidiasis",1,1,"",""
"HIVD.vaginalCandidiasis","HIVD.vaginalCandidiasis","","","",1,1,"","","","string {[]} {[]}
","Vaginal candidiasis","Clients comorbidities or coinfections or symptoms of these include vaginal candidiasis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE261
",,,,"HIVD.vaginalCandidiasis",1,1,"",""
"HIVD.cough","HIVD.cough","","","",1,1,"","","","string {[]} {[]}
","Cough","Clients comorbidities or coinfections or symptoms of these include cough","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE262
",,,,"HIVD.cough",1,1,"",""
"HIVD.prolongedFever","HIVD.prolongedFever","","","",1,1,"","","","string {[]} {[]}
","Prolonged fever","Clients comorbidities or coinfections or symptoms of these include prolonged fever","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE263
",,,,"HIVD.prolongedFever",1,1,"",""
"HIVD.nightSweats","HIVD.nightSweats","","","",1,1,"","","","string {[]} {[]}
","Night sweats","Clients comorbidities or coinfections or symptoms of these include night sweats","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE264
",,,,"HIVD.nightSweats",1,1,"",""
"HIVD.weightLoss","HIVD.weightLoss","","","",1,1,"","","","string {[]} {[]}
","Weight loss","Clients comorbidities or coinfections or symptoms of these include weight loss","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE265
",,,,"HIVD.weightLoss",1,1,"",""
"HIVD.difficultyBreathing","HIVD.difficultyBreathing","","","",1,1,"","","","string {[]} {[]}
","Difficulty breathing","Clients comorbidities or coinfections or symptoms of these include difficulty breathing","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE266
",,,,"HIVD.difficultyBreathing",1,1,"",""
"HIVD.pneumonia","HIVD.pneumonia","","","",1,1,"","","","string {[]} {[]}
","Pneumonia","Clients comorbidities or coinfections or symptoms of these include pneumonia","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE267
",,,,"HIVD.pneumonia",1,1,"",""
"HIVD.urethralDischarge","HIVD.urethralDischarge","","","",1,1,"","","","string {[]} {[]}
","Urethral discharge","Clients comorbidities or coinfections or symptoms of these include urethral discharge","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE268
",,,,"HIVD.urethralDischarge",1,1,"",""
"HIVD.syphilis","HIVD.syphilis","","","",1,1,"","","","string {[]} {[]}
","Syphilis","Clients comorbidities or coinfections or symptoms of these include syphilis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE269
",,,,"HIVD.syphilis",1,1,"",""
"HIVD.pelvicInflammatoryDisease","HIVD.pelvicInflammatoryDisease","","","",1,1,"","","","string {[]} {[]}
","Pelvic inflammatory disease","Clients comorbidities or coinfections or symptoms of these include pelvic inflammatory disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE270
",,,,"HIVD.pelvicInflammatoryDisease",1,1,"",""
"HIVD.ulcersSkin","HIVD.ulcersSkin","","","",1,1,"","","","string {[]} {[]}
","Ulcers - skin","Clients comorbidities or coinfections or symptoms of these include ulcers - skin","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE271
",,,,"HIVD.ulcersSkin",1,1,"",""
"HIVD.ulcersMouthOrOther","HIVD.ulcersMouthOrOther","","","",1,1,"","","","string {[]} {[]}
","Ulcers - mouth or other","Clients comorbidities or coinfections or symptoms of these include ulcers - mouth or other","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE272
",,,,"HIVD.ulcersMouthOrOther",1,1,"",""
"HIVD.ulcersMaleGenital","HIVD.ulcersMaleGenital","","","",1,1,"","","","string {[]} {[]}
","Ulcers - male genital","Clients comorbidities or coinfections or symptoms of these include ulcers - male genital","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE273
",,,,"HIVD.ulcersMaleGenital",1,1,"",""
"HIVD.vaginalDischarge","HIVD.vaginalDischarge","","","",1,1,"","","","string {[]} {[]}
","Vaginal discharge","Clients comorbidities or coinfections or symptoms of these include vaginal discharge","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE274
",,,,"HIVD.vaginalDischarge",1,1,"",""
"HIVD.malaria","HIVD.malaria","","","",1,1,"","","","string {[]} {[]}
","Malaria","Clients comorbidities or coinfections or symptoms of these include malaria","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE275
",,,,"HIVD.malaria",1,1,"",""
"HIVD.chronicObstructivePulmonaryDisease","HIVD.chronicObstructivePulmonaryDisease","","","",1,1,"","","","string {[]} {[]}
","Chronic obstructive pulmonary disease","Clients comorbidities or coinfections or symptoms of these include chronic obstructive pulmonary disease","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.D#DE276
",,,,"HIVD.chronicObstructivePulmonaryDisease",1,1,"",""
