"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVA","HIVA","HIVA","","","",0,*,"","","","null {[]} {[]}
","HIV.A Registration Logical Model","Logical Model for HIV.A Registration data elements.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"HIVC","HIVC.tenofovirDisoproxilFumarateTdfAllergyOrContraindication","HIVC.tenofovirDisoproxilFumarateTdfAllergyOrContraindication","","","",1,1,"","","","string {[]} {[]}
","Tenofovir disoproxil fumarate (TDF) allergy or contraindication","Allergy to pre-exposure prophylaxis (PrEP) tenofovir disoproxil fumarate (TDF)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE113
",,,,"HIVC.tenofovirDisoproxilFumarateTdfAllergyOrContraindication",1,1,"",""
"HIVC","HIVC.hivPositive","HIVC.hivPositive","","","",1,1,"","","","string {[]} {[]}
","HIV-positive","Client is HIV-positive","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE114
",,,,"HIVC.hivPositive",1,1,"",""
"HIVC","HIVC.lowEstimatedCreatinineClearance","HIVC.lowEstimatedCreatinineClearance","","","",1,1,"","","","string {[]} {[]}
","Low estimated creatinine clearance","Estimated creatinine clearance of less than 60 ml/min (if known)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE115
",,,,"HIVC.lowEstimatedCreatinineClearance",1,1,"",""
"HIVC","HIVC.sAcuteHivInfectionSymptoms","HIVC.sAcuteHivInfectionSymptoms","","","",1,1,"","","","string {[]} {[]}
","Acute HIV infection symptoms","Symptoms that could suggest an acute HIV infection","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE116
",,,,"HIVC.sAcuteHivInfectionSymptoms",1,1,"",""
"HIVC","HIVC.probableRecentExposureToHiv","HIVC.probableRecentExposureToHiv","","","",1,1,"","","","string {[]} {[]}
","Probable recent exposure to HIV","When the client is reported to have had probable recent exposure to HIV","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE117
",,,,"HIVC.probableRecentExposureToHiv",1,1,"",""
"HIVC","HIVC.otherAllergyOrContraindicationPrepR","HIVC.otherAllergyOrContraindicationPrepR","","","",1,1,"","","","string {[]} {[]}
","Other allergy or contraindication to a medicine in the PrEP regimen","Client has another allergy or contraindication to a medicine in the pre-exposure prophylaxis (PrEP) regimen","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE118
",,,,"HIVC.otherAllergyOrContraindicationPrepR",1,1,"",""
"HIVC","HIVC.otherAllergyOrContraindicationPrepRSpecify","HIVC.otherAllergyOrContraindicationPrepRSpecify","","","",1,1,"","","","string {[]} {[]}
","Other allergy or contraindication to a medicine in the PrEP regimen (specify)","Client has another allergy or contraindication to a medicine in the pre-exposure prophylaxis (PrEP) regimen (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE119
",,,,"HIVC.otherAllergyOrContraindicationPrepRSpecify",1,1,"",""
"HIVC","HIVC.prescribedPrepAtInitialVisit","HIVC.prescribedPrepAtInitialVisit","","","",1,1,"","","","string {[]} {[]}
","Prescribed PrEP at initial visit","Client was prescribed pre-exposure prophylaxis (PrEP) on a first visit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE120
",,,,"HIVC.prescribedPrepAtInitialVisit",1,1,"",""
"HIVC","HIVC.numberOfDaysPrescribed","HIVC.numberOfDaysPrescribed","","","",1,1,"","","","string {[]} {[]}
","Number of days prescribed","Days of medication client has been prescribed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE121
",,,,"HIVC.numberOfDaysPrescribed",1,1,"",""
"HIVC","HIVC.prepRegimenPrescribed","HIVC.prepRegimenPrescribed","","","",1,1,"","","","string {[]} {[]}
","PrEP regimen prescribed","HIV pre-exposure prophylaxis (PrEP) regimen prescribed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE122
",,,,"HIVC.prepRegimenPrescribed",1,1,"",""
"HIVC","HIVC.adherenceCounsellingProvided","HIVC.adherenceCounsellingProvided","","","",1,1,"","","","string {[]} {[]}
","Adherence counselling provided","Whether adherence counselling was provided","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE123
",,,,"HIVC.adherenceCounsellingProvided",1,1,"",""
"HIVC","HIVC.datetimeOfFollowUpAppointment","HIVC.datetimeOfFollowUpAppointment","","","",1,1,"","","","string {[]} {[]}
","Date/time of follow-up appointment","Date the client is to return for monitoring, re-supply, or any other reason","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE124
",,,,"HIVC.datetimeOfFollowUpAppointment",1,1,"",""
"HIVC","HIVC.typeOfFollowUpAppointment","HIVC.typeOfFollowUpAppointment","","","",1,1,"","","","string {[]} {[]}
","Type of follow-up appointment","Type of follow-up appointment for testing services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE125
",,,,"HIVC.typeOfFollowUpAppointment",1,1,"",""
"HIVC","HIVC.retestingForHiv","HIVC.retestingForHiv","","","",1,1,"","","","string {[]} {[]}
","Retesting for HIV","Retesting follow-up appointment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE126
",,,,"HIVC.retestingForHiv",1,1,"",""
"HIVC","HIVC.followUpAppointmentForPrep","HIVC.followUpAppointmentForPrep","","","",1,1,"","","","string {[]} {[]}
","Follow-up appointment for PrEP","Retesting follow-up appointment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE127
",,,,"HIVC.followUpAppointmentForPrep",1,1,"",""
"HIVC","HIVC.fupOther","HIVC.fupOther","","","",1,1,"","","","string {[]} {[]}
","Other","Other reason for the follow-up appointment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE128
",,,,"HIVC.fupOther",1,1,"",""
"HIVC","HIVC.fupOtherSpecify","HIVC.fupOtherSpecify","","","",1,1,"","","","string {[]} {[]}
","Other (specify)","Other reason for the follow-up appointment (specify)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE129
",,,,"HIVC.fupOtherSpecify",1,1,"",""
"HIVC","HIVC.linkedToEnrolmentInCareAndArtInitiation","HIVC.linkedToEnrolmentInCareAndArtInitiation","","","",1,1,"","","","string {[]} {[]}
","Linked to enrolment in care and ART initiation","Linkage made from HIV testing to enrolment in care following an HIV diagnosis","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE130
",,,,"HIVC.linkedToEnrolmentInCareAndArtInitiation",1,1,"",""
"HIVC","HIVC.preventionServicesOfferedAndReferrals","HIVC.preventionServicesOfferedAndReferrals","","","",1,1,"","","","string {[]} {[]}
","Prevention services offered and referrals","Offer or refer to prevention services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE131
",,,,"HIVC.preventionServicesOfferedAndReferrals",1,1,"",""
"HIVC","HIVC.maleAndFemaleCondomsAndCondomCompatibleLubricantsOffered","HIVC.maleAndFemaleCondomsAndCondomCompatibleLubricantsOffered","","","",1,1,"","","","string {[]} {[]}
","Male and female condoms and condom-compatible lubricants offered","Offer male and female condoms and condom-compatible lubricants","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE132
",,,,"HIVC.maleAndFemaleCondomsAndCondomCompatibleLubricantsOffered",1,1,"",""
"HIVC","HIVC.voluntaryMedicalMaleCircumcisionVmmcReferral","HIVC.voluntaryMedicalMaleCircumcisionVmmcReferral","","","",1,1,"","","","string {[]} {[]}
","Voluntary medical male circumcision (VMMC) referral","Offer referral for VMMC services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE133
",,,,"HIVC.voluntaryMedicalMaleCircumcisionVmmcReferral",1,1,"",""
"HIVC","HIVC.harmReductionForPeopleWhoInjectDrugs","HIVC.harmReductionForPeopleWhoInjectDrugs","","","",1,1,"","","","string {[]} {[]}
","Harm reduction for people who inject drugs","Offer or refer to harm reduction for people who inject drugs (needle and syringe programmes, opioid substitution therapy, other drug-dependence treatment and opioid overdose prevention and management) services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE134
",,,,"HIVC.harmReductionForPeopleWhoInjectDrugs",1,1,"",""
"HIVC","HIVC.behaviouralInterventionsToSupportRiskReduction","HIVC.behaviouralInterventionsToSupportRiskReduction","","","",1,1,"","","","string {[]} {[]}
","Behavioural interventions to support risk reduction","Offer or refer to services for behavioural interventions to support risk reduction, particularly for people with HIV and members of key populations","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE135
",,,,"HIVC.behaviouralInterventionsToSupportRiskReduction",1,1,"",""
"HIVC","HIVC.dateProvidedCondoms","HIVC.dateProvidedCondoms","","","",1,1,"","","","string {[]} {[]}
","Date provided condoms","Date client was provided with condoms","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE136
",,,,"HIVC.dateProvidedCondoms",1,1,"",""
"HIVC","HIVC.condomsDistributed","HIVC.condomsDistributed","","","",1,1,"","","","string {[]} {[]}
","Condoms distributed","Number of condoms given to the client, if any were distributed","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE137
",,,,"HIVC.condomsDistributed",1,1,"",""
"HIVC","HIVC.condomType","HIVC.condomType","","","",1,1,"","","","string {[]} {[]}
","Condom type","Type of condom provided to client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE138
",,,,"HIVC.condomType",1,1,"",""
"HIVC","HIVC.maleCondom","HIVC.maleCondom","","","",1,1,"","","","string {[]} {[]}
","Male condom","Male condoms were provided to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE139
",,,,"HIVC.maleCondom",1,1,"",""
"HIVC","HIVC.femaleCondom","HIVC.femaleCondom","","","",1,1,"","","","string {[]} {[]}
","Female condom","Female condoms were provided to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE140
",,,,"HIVC.femaleCondom",1,1,"",""
"HIVC","HIVC.hivSelfTestKitsAccepted","HIVC.hivSelfTestKitsAccepted","","","",1,1,"","","","string {[]} {[]}
","HIV self-test kits accepted","Whether any HIV self-test kits were given to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE141
",,,,"HIVC.hivSelfTestKitsAccepted",1,1,"",""
"HIVC","HIVC.numberOfHivSelfTestKitsDistributed","HIVC.numberOfHivSelfTestKitsDistributed","","","",1,1,"","","","string {[]} {[]}
","Number of HIV self-test kits distributed","Number of HIV self-test kits distributed to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE142
",,,,"HIVC.numberOfHivSelfTestKitsDistributed",1,1,"",""
"HIVC","HIVC.hivSelfTestDistributedForUseBy","HIVC.hivSelfTestDistributedForUseBy","","","",1,1,"","","","string {[]} {[]}
","HIV self-test distributed for use by","Whom the client plans to give the HIV self-test kit (self, sexual partner, social contact, etc.)","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE143
",,,,"HIVC.hivSelfTestDistributedForUseBy",1,1,"",""
"HIVC","HIVC.self","HIVC.self","","","",1,1,"","","","string {[]} {[]}
","Self","Client plans to use the self-test kit","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE144
",,,,"HIVC.self",1,1,"",""
"HIVC","HIVC.familyMember","HIVC.familyMember","","","",1,1,"","","","string {[]} {[]}
","Family member","Client plans to give the self-test kit to a family member to use","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE145
",,,,"HIVC.familyMember",1,1,"",""
"HIVC","HIVC.drugInjectingPartner","HIVC.drugInjectingPartner","","","",1,1,"","","","string {[]} {[]}
","Drug-injecting partner","Client plans to give the self-test kit to a drug-injecting partner","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE146
",,,,"HIVC.drugInjectingPartner",1,1,"",""
"HIVC","HIVC.sexualPartner","HIVC.sexualPartner","","","",1,1,"","","","string {[]} {[]}
","Sexual partner","Client plans to give the self-test kit to a sexual partner","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE147
",,,,"HIVC.sexualPartner",1,1,"",""
"HIVC","HIVC.socialContact","HIVC.socialContact","","","",1,1,"","","","string {[]} {[]}
","Social contact","Client plans to give the self-test kit to a social contact","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE148
",,,,"HIVC.socialContact",1,1,"",""
"HIVC","HIVC.sexualAndReproductiveHealthIntegratedServices","HIVC.sexualAndReproductiveHealthIntegratedServices","","","",1,1,"","","","string {[]} {[]}
","Sexual and reproductive health integrated services","Offer or refer to sexual and reproductive health services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE149
",,,,"HIVC.sexualAndReproductiveHealthIntegratedServices",1,1,"",""
"HIVC","HIVC.contraceptionAndFamilyPlanning","HIVC.contraceptionAndFamilyPlanning","","","",1,1,"","","","string {[]} {[]}
","Contraception and family planning","Offer contraception and family planning services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE150
",,,,"HIVC.contraceptionAndFamilyPlanning",1,1,"",""
"HIVC","HIVC.checkPregnancyStatus","HIVC.checkPregnancyStatus","","","",1,1,"","","","string {[]} {[]}
","Check pregnancy status","Check womans pregnancy status","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE151
",,,,"HIVC.checkPregnancyStatus",1,1,"",""
"HIVC","HIVC.preventMotherToChildTransmission","HIVC.preventMotherToChildTransmission","","","",1,1,"","","","string {[]} {[]}
","Prevent mother-to-child transmission","Offer services (counselling) to help prevent of mother-to-child transmission","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE152
",,,,"HIVC.preventMotherToChildTransmission",1,1,"",""
"HIVC","HIVC.cervicalCancerScreeningAndTreatment","HIVC.cervicalCancerScreeningAndTreatment","","","",1,1,"","","","string {[]} {[]}
","Cervical cancer screening and treatment","Offer cervical cancer screening and treatment services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE153
",,,,"HIVC.cervicalCancerScreeningAndTreatment",1,1,"",""
"HIVC","HIVC.analCancerScreeningForMenWhoHaveSexWithMen","HIVC.analCancerScreeningForMenWhoHaveSexWithMen","","","",1,1,"","","","string {[]} {[]}
","Anal cancer screening (for men who have sex with men)","Offer anal cancer screening (for men who have sex with men) services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE154
",,,,"HIVC.analCancerScreeningForMenWhoHaveSexWithMen",1,1,"",""
"HIVC","HIVC.stiTestingAndTreatment","HIVC.stiTestingAndTreatment","","","",1,1,"","","","string {[]} {[]}
","STI testing and treatment","Offer STI testing and treatment services","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE155
",,,,"HIVC.stiTestingAndTreatment",1,1,"",""
"HIVC","HIVC.hivTestingForPartnersAndBiologicalChildren","HIVC.hivTestingForPartnersAndBiologicalChildren","","","",1,1,"","","","string {[]} {[]}
","HIV testing for partners and biological children","Offer testing for all partners and biological children of positive cases (includes partner services and index case testing), as well as partners and social contacts of people from key populations, where appropriate","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE156
",,,,"HIVC.hivTestingForPartnersAndBiologicalChildren",1,1,"",""
"HIVC","HIVC.offerOtherClinicalServices","HIVC.offerOtherClinicalServices","","","",1,1,"","","","string {[]} {[]}
","Offer other clinical services","Other clinical services offered or referrals given to the client","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE157
",,,,"HIVC.offerOtherClinicalServices",1,1,"",""
"HIVC","HIVC.assessmentAndProvisionOfVaccinations","HIVC.assessmentAndProvisionOfVaccinations","","","",1,1,"","","","string {[]} {[]}
","Assessment and provision of vaccinations","Assessment and provision of vaccinations, such as for people from key populations, pregnant women and infants; and, where appropriate, tetanus vaccination for adolescent boys and men receiving VMMC","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE158
",,,,"HIVC.assessmentAndProvisionOfVaccinations",1,1,"",""
"HIVC","HIVC.hepatitisBVirusHbvAndHepatitisCVirusHcvTT","HIVC.hepatitisBVirusHbvAndHepatitisCVirusHcvTT","","","",1,1,"","","","string {[]} {[]}
","Hepatitis B virus (HBV) and hepatitis C virus (HCV) testing and treatment","Offer or refer for HBV testing and vaccination and HCV testing and treatment","","","","","","","","","",,,,,"http://worldhealthorganization.github.io/smart/CodeSystem/HIV.C#DE159
",,,,"HIVC.hepatitisBVirusHbvAndHepatitisCVirusHcvTT",1,1,"",""
